player_id,username,password,date_joined,games_played,score
01GWZ2AN4EZKPEGDD7VAZP42RM,pnecrews73,lCAPDEnjYr,10/4/2022,478,93681
01GWZ2AN4G538KRSZW9HRKRCPC,earkin74,h5slxBTx1xzb,12/18/2021,54,9944
01GWZ2AN4HAFRJJ7WAN5YNSBTD,hbatts75,gQufZ6TjSDS,4/15/2021,193,49702
01GWZ2AN4KMMMHP85T5CB45WFW,rthornebarrow76,cc4rDL,2/4/2021,297,43344
01GWZ2AN4M86N60TTW90HVZPSJ,lwakes77,uruUde4JAF1j,11/3/2021,264,55846
01GWZ2AN4NAVSMKRMRRA5XNJXT,gboschmann78,B7GRTs3WZ,10/13/2022,45,88469
01GWZ2AN4PPK88562V6KMQR6RR,gpinilla79,sIasS00DmNB,10/24/2021,109,64378
01GWZ2AN4RZJ7XSAM8T9NEB396,mpalffrey7a,atbp2hU,2/11/2022,196,81675
01GWZ2AN4SN04F2HVX7T73MTW2,cfowle7b,BG4BDLeYn,8/23/2021,120,30588
01GWZ2AN4TXP9FC64ASJARXQK7,nbrandenberg7c,NQkooI,12/25/2021,320,56737
01GWZ2AN4V1EBZHMKK15VKV1B2,gcruwys7d,VnHLxvrSIgNW,6/16/2021,16,54032
01GWZ2AN4WY0Y9RF886CF45S8G,bjay7e,fffVgpCKH,3/26/2022,315,66131
01GWZ2AN4XJA9MBZMEXFDKY895,agerleit7f,Zm9Hgc4,2/27/2022,133,868
01GWZ2AN4Y248RMFC9F6QA79JV,jgayden7g,BbI0yRt99gvo,6/25/2022,126,82290
01GWZ2AN4Z3ETYYCGXB2ZTQ53T,hingerson7h,I1EqFn6hJfmG,12/18/2022,314,75684
01GWZ2AN51R3Y4G3XBDSQVP2A0,vhalfhead7i,2O4ZVjkEq,11/29/2021,136,27502
01GWZ2AN52N9NK7JM7SPDGGG86,vderuggero7j,ZcP2wXXNHK8,9/5/2022,288,11554
01GWZ2AN53CC3N7M7J7VJJEZQH,rfrancis7k,qsbFwsEz68m9,5/19/2022,248,54651
01GWZ2AN54S9S0E8RDK0GG870P,oaggas7l,CtIOtjH1gR,12/22/2021,205,93982
01GWZ2AN55VJ62KBG71MC8Q11X,coxberry7m,edUv7CRrI,1/30/2023,51,81635
01GWZ2AN57W2HDRHPDJM25SEZ6,nodoherty7n,3cnWdnEZRZ5,1/25/2023,2,77264
01GWZ2AN58BM6S6JHVJD3RD36B,smeany7o,U3yDeB7ZPQn,5/14/2022,68,25128
01GWZ2AN59R5F2MSTZRQ7QVNY3,ropdenorth7p,Qy0q1wf6s,6/17/2022,413,11104
01GWZ2AN5ASAH66GCDZZQ3RKN3,sjacobsson7q,FFHUyIlU,7/11/2021,431,15811
01GWZ2AN5B4KEMF6NGZ8M7TF6K,fcawker7r,2573ad1DLS,10/16/2021,456,40346
01GWZ2AN5D0RSA7XZDZ7TQF6YH,gmalyon7s,hgzdl6,1/11/2023,86,21309
01GWZ2AN5E26RB0T9X58Q41J3X,rchidley7t,sQp5n0W,1/1/2023,377,49570
01GWZ2AN5FR1157STP0EZ959FN,wdunsmore7u,yYx8vNa,8/16/2021,279,88401
01GWZ2AN5GGXHR7M349PJHQ7ZH,mhariot7v,anRyUzLht5cV,4/14/2021,69,7447
01GWZ2AN5J2YAFF37BNK83N3W5,cdacombe7w,6CxKu4K0wq,8/4/2022,396,50705
01GWZ2AN5KA3NG8GR5TGQFGM44,dabisetti7x,8fXLTa8,5/5/2021,154,86964
01GWZ2AN5M5WVWEGRXMAQS8KGQ,agladbach7y,thRR9Gt3SUnP,3/3/2022,327,40834
01GWZ2AN5NK70A1DSWFXTEXAEB,mosesnane7z,Rhbfez8CKwk,1/11/2023,429,94318
01GWZ2AN5P4Y9S1AFAYT1RRD5B,cfishwick80,0sigwmSFrRP,4/29/2022,227,93474
01GWZ2AN5RR608Q2NHKRZZSNRR,cgloyens81,v26FSt,5/3/2021,419,20842
01GWZ2AN5SEPRC3W7TH2K2T7AK,jwinser82,FwuKIdnPCJ,8/16/2021,299,69889
01GWZ2AN5T3S65JNFYDV34TS4E,mmacdonald83,6udPEoyD,10/31/2021,17,71540
01GWZ2AN5VKHYJQXMX40KF7HET,nsmitherham84,pTquE3w,3/5/2021,269,85974
01GWZ2AN5WRSQ5FR7CJ4200XXT,dmochan85,56D5PDCIz6,11/27/2022,16,81003
01GWZ2AN5XQAS2M93N3S6P11MN,kconeybeare86,w4tzXg3lTf,3/4/2023,440,92019
01GWZ2AN5YYXH1AZD16GV9EPEC,strebilcock87,36HaThqGFGK,11/21/2021,438,78024
01GWZ2AN5Z3ERSZ8VK6046ADZB,ltidcombe88,b7uvosKAOL3,2/3/2023,216,10940
01GWZ2AN60M44Y2556S1Q0E3K9,jpolleye89,uGc3MY042HLV,6/3/2022,282,27322
01GWZ2AN61SQGXXAPWPD05D2RT,cpetican8a,KsKOMmSyfj,1/6/2023,8,13162
01GWZ2AN6319NCATY9VCTXBC8V,elantoph8b,F6d5iytuhkA,3/19/2021,226,17828
01GWZ2AN647CPGQG9HPV88C791,vdiglin8c,AIOFx1X,2/3/2022,314,27687
01GWZ2AN65894X0XMVK6A79YRY,hvotier8d,pr6NmkrEB,10/28/2022,341,77160
01GWZ2AN66T03CVP87HTS3JR8Z,nthurlbeck8e,ee3JjzqrBWYq,2/27/2022,256,80044
01GWZ2AN673145H21MNX5K967C,elawdham8f,KcW8LmdZWH,2/14/2023,375,12697
01GWZ2AN68MGTTNQ50BQFAK0X6,scardon8g,DqhjC9FQTHqV,12/11/2022,239,81152
01GWZ2AN69DR9KZYF3QK2ZN9CH,gwhile8h,M7scscnQ3KA,4/4/2021,481,16343
01GWZ2AN6BMQFT7ANQ446KD6ZX,marrighi8i,NTg79L,12/18/2021,214,23426
01GWZ2AN6C4PNKATMFYRBWKD39,bfoxley8j,No19c2aJa,1/2/2023,95,27110
01GWZ2AN6D01TETWBRE8BP8BWP,gtinton8k,ruU1i4Lup5vB,8/31/2022,135,19191
01GWZ2AN6EEFS9E5M8HJ1GKX91,lkerman8l,wyr51jcLFJ,7/18/2022,411,72689
01GWZ2AN6GF6R37J0KB73ZQ642,jstovell8m,N0FBN4IEh,9/24/2021,333,91356
01GWZ2AN6JD5HXFWCKY2SH0HXN,dfordham8n,s0ahoM4kyXb,7/9/2022,304,53483
01GWZ2AN6MPPS7ES6S24VFS0EM,djuanico8o,Qj8g0QRTGN3,5/20/2021,370,45517
01GWZ2AN6NA429ZA9B44YY7XMF,gmacailine8p,BgldiN9xC,12/9/2021,29,70927
01GWZ2AN6P0FNG3R5RMMPYVR8E,rchown8q,y1isg4O72twn,3/6/2023,153,26742
01GWZ2AN6RPHF8YVB73TYGVAPQ,nord8r,LjA8e6Pl208,12/31/2021,390,8532
01GWZ2AN6S0BE0NR5S4CT1FNPE,osimeons8s,BxOtbh5qQBcg,10/13/2022,229,16151
01GWZ2AN6TM59SNCRXW03BRJPH,lpurvis8t,zKyH7zkB,4/14/2021,467,82863
01GWZ2AN6VMYR5QCD10TN8QY53,mgecks8u,XA1MqBy,11/11/2021,342,84069
01GWZ2AN6WHZE2REDPW4NH8E9M,fmollett8v,LT2y1W2,2/11/2022,304,93887
01GWZ2AN6XSFA2MYC0M4PY2XKQ,smacconnal8w,XNhM3IVZGx,5/3/2021,416,38126
01GWZ2AN6ZG97HM54ZTCZ669E1,uyesenev8x,E6MmrP,7/20/2022,153,53955
01GWZ2AN702XVH068T6XFKTTV5,wstorrock8y,RozmYE,3/11/2022,1,27474
01GWZ2AN71WSV56XK8GYMWPTGT,ayansons8z,65yGHSg9BG,2/4/2023,369,74317
01GWZ2AN72HSS99T1T966RA9BN,nrappoport90,kU1R8JOHlEF5,3/13/2023,196,64889
01GWZ2AN73CGW1C03BNKN4WFXT,dtwohig91,QZVPkV5XHY,4/11/2021,218,68749
01GWZ2AN74C520888P7KEN0SYQ,wjacquot92,LSZrqi4WsEXe,10/19/2022,91,63582
01GWZ2AN768VHAG92FCGQS0NFW,sgarritley93,zURNpZpM8Q4g,12/7/2021,470,27961
01GWZ2AN772E56RYJCN2YGRVTX,azannotti94,rGXMCgZBN1xn,11/13/2021,494,9979
01GWZ2AN78GQK1AP2W0S6CCKV8,iridger95,9n3ygGGyKVl,1/1/2023,351,92325
01GWZ2AN79CTNNQ9EZ7KDB7B0N,acussons96,55HT2NzGV,3/2/2023,22,20512
01GWZ2AN7A39YVQ1QGKG2E1MCV,bsabater97,M0cN0HVI2u4M,8/4/2021,273,87150
01GWZ2AN7C7G8GFQ0C63GE22AD,bmarlen98,rFktENf,3/23/2023,71,8139
01GWZ2AN7D67DW31X290K00MA8,nborham99,31NhxKsZmCkD,7/11/2022,439,34748
01GWZ2AN7EGK98WXV3SXJTEKMC,gsamsworth9a,2XnhzmUS,11/6/2021,289,61018
01GWZ2AN7FCKP37T4C0Z3CJ11B,zbrahms9b,sKdyRL,4/20/2021,48,54870
01GWZ2AN7G94S7GE3VK63WE3CW,scantwell9c,I3a497u9p7Tz,6/13/2022,28,91720
01GWZ2AN7H7FYWP3S4M8H8BMW4,mcookman9d,5ChulWC5Lmy,7/28/2022,293,75864
01GWZ2AN7JEDY7RKJFY3XMXBQ3,hovernell9e,SYWtlFNG7,9/9/2021,353,22287
01GWZ2AN7KHK81GKZS2Z31S9TX,vbull9f,0OcAwSPlb,10/21/2022,135,16736
01GWZ2AN7N0VC0KJ28SHNWSRNR,mtitlow9g,pW5mt7DZsz9j,5/12/2022,112,40029
01GWZ2AN7PH07TJEEF1JG1H4P6,bmcettigen9h,ajQbp9,4/1/2021,294,21642
01GWZ2AN7QSERNRPTEQPKEDGRE,blongley9i,h3uCNRm50,11/27/2022,207,95686
01GWZ2AN7RFDFH2TR9N934YFPX,ppurches9j,cFk3ZL,1/5/2023,85,5091
01GWZ2AN7S4JEQAZ7H9TY9CSY0,ybenoey9k,mIOCBqMtI,2/18/2021,396,99200
01GWZ2AN7T8FT4ARV0HGCK69HB,cpleaden9l,CgCpjgv,3/8/2022,276,67540
01GWZ2AN7VQM671GZG1Y9P1FPT,dashwood9m,O7fFLs,10/19/2022,277,77218
01GWZ2AN7XNVV1XD25RKG1X2K0,udelamere9n,z6nLDkBmnFpL,3/22/2021,474,39906
01GWZ2AN7YCB7Z8JG4G4Z6GJAV,sdarington9o,Ajx4K1Yv,4/25/2022,168,90077
01GWZ2AN7ZFN36XRCJFMDYW2T6,gsloane9p,NBqxTW,5/14/2022,34,3469
01GWZ2AN80XPHWMEGXBJG13057,tstanding9q,X2hHr0VXdeJ,1/27/2022,211,21151
01GWZ2AN825HPMH4NK3NYPWR25,sludye9r,y4banFkz,2/21/2023,195,25742
01GWZ2AN8457TAZVD47NNQF4ZR,tgirodier9s,xphh8Q1gkP,11/29/2022,398,10756
01GWZ2AN854ESQPHG3465W33KN,bfrentz9t,mx7py5NAQuYR,12/16/2021,178,19270
01GWZ2AN86AZ30GZC30GGMYESM,bsaunter9u,6nkeSgzE,4/25/2022,95,71732
01GWZ2AN88JG13QVQFHVJJAWMY,tgalley9v,WL8NGdJpS5tR,1/25/2023,26,59422
01GWZ2AN89GZMAD3CSMK46T3FP,wgirogetti9w,FYDiGpOe,11/8/2021,197,72943
01GWZ2AN8AC0VQ7CP2B60YHPM6,ulindermann9x,foITs2KRX,6/1/2021,205,32773
01GWZ2AN8CHW16VKZGHQV7J3G8,kbeecraft9y,8qQ9WLEz,3/26/2021,105,30327
01GWZ2AN8DA61B9KSRJKYVZG4J,jhartin9z,MBra8vG3iRw,12/24/2021,419,39812
01GWZ2AN8EEKRP4PBXB1PC7SP6,aboyingtona0,cK1zeyA7I,5/23/2022,150,67237
01GWZ2AN8GTYS064CTW30KNS6B,mcrutchfielda1,CvmJe9t6,4/16/2021,480,10838
01GWZ2AN8H5KAPCAJYQQS6SK7Y,rscarlana2,r0kA5XbcU8,10/2/2022,137,54586
01GWZ2AN8J2584X01VWFKHXXHA,lprewa3,bGr8W9KTUe4R,2/25/2022,146,74703
01GWZ2AN8M5JNMWEC7CFH386BR,sbelonea4,A1nNUQ12o9a,7/25/2022,48,95217
01GWZ2AN8N1PNRZEVNS9RQ8WY3,dhaldanea5,6ILqrm9O2jU,5/18/2021,13,66045
01GWZ2AN8QMX009C50EW0D2G4S,rdrainsa6,OCfbKK,12/16/2022,371,60220
01GWZ2AN8RZ3WK8GWQV3DFTGAA,mjurkowskia7,kYuxmTsiVI,3/12/2023,74,60709
01GWZ2AN8SHN9RDYNB0GKBCZ6J,lnathona8,sj2kWc,3/21/2023,372,37840
01GWZ2AN8TJBVK7XFKHE5DD90Z,njordansona9,kOIMYM,1/22/2023,354,34322
01GWZ2AN8X39NBKZ8ZBAZZACH2,athirlwallaa,mZ5TsBiwy737,5/7/2021,453,40207
01GWZ2AN8Y692JSYS8HHGVCYWB,ofrunksab,VNwgtfmtyxCV,2/10/2023,206,44757
01GWZ2AN92D6R27E6H1SN0RACQ,szoliniac,J1CZnzjA3QCB,2/22/2021,500,45272
01GWZ2AN96WG1YMKKD0R1EK82S,askipponad,j2ORCZ,10/12/2021,321,61507
01GWZ2AN99SPY9GMD8N3EG9J5E,ebumphreyae,pwCwxWJQt,3/30/2023,456,39077
01GWZ2AN9DMWX3072RAMQ0CGZZ,dolivelliaf,8xjjX5LCdT,3/27/2021,333,2826
01GWZ2AN9EAHGVBTFPA1749TNQ,jarberag,nCjwxioEskP8,12/2/2021,317,16062
01GWZ2AN9J53NDN55A50T3GSM7,fgiovannacciah,uAdZXwyd,4/1/2021,270,75840
01GWZ2AN9MK6MJ0NR7JZPG29CS,lcowerdai,ybnaDUu,3/18/2023,260,66032
01GWZ2AN9R8BKS8N92JNYWPA0J,msponaj,yKAov15oULQm,3/31/2022,82,23278
01GWZ2AN9TED64FR5SD6JQ4QAX,gbercherak,gkFMB3BPjqS,9/28/2022,153,82033
01GWZ2AN9Y4QV1630CQ2SFMTQZ,gizatsonal,SQy5yu9B,10/19/2021,444,81824
01GWZ2ANA0F3XMXC299691WBVS,wcamilloam,snGRZS0l,11/3/2021,414,77611
01GWZ2ANA6YMP2883MTWGGZ1T4,xbalkan,2P4LOXVQV,5/20/2021,90,76101
01GWZ2ANA7EQPBHQZ5CGB518GW,mskelbeckao,EG2KcpXsnJ,1/31/2022,310,25065
01GWZ2ANACNGBYJN1VDPD2B4GS,kallbrookap,4jU8Ngm7ogZ3,2/15/2023,372,44266
01GWZ2ANAD7JH4WSX9VWMQBW19,tbrinicombeaq,MgSW83FN2GGN,7/15/2021,252,4188
01GWZ2ANAH3KWZFESFM7PHK5X1,asimkissar,o4sp0qv,5/25/2021,146,58285
01GWZ2ANAKXS13T2VPDSWT1J94,mashardas,ezuIQgFSC,2/11/2023,255,20322
01GWZ2ANAMAA1A4PECYG62K6F4,ssantat,1yqOxMAflTQf,1/17/2021,177,4264
01GWZ2ANAQ9CHKV9661DJR897K,jdehmelau,ZRw694g9aI9e,8/26/2021,2,88363
01GWZ2ANASMHDF5W91P2VCSSRE,bgalvanav,ICJWxar7J,6/14/2021,498,86209
01GWZ2ANAWN9BZ7VV8532VGNZC,ngowersaw,UjjoHdm,7/10/2022,58,52128
01GWZ2ANAX0P0JQ68PCAVYZX6B,stapsellax,8p2boPNYlRuN,3/14/2022,363,53538
01GWZ2ANAZY78EGEWQGX4C7KYE,cescrittay,WsUb8AtiuJ,2/28/2022,9,19898
01GWZ2ANB002B3GVQ53WQJCYMG,jbonhommeaz,zg5P5CwCH4,12/12/2022,378,87924
01GWZ2ANB2CHE5JXPW4TQ97XX6,asurgisonb0,kzQQ6OkPZTf,4/23/2022,409,96353
01GWZ2ANB4NF90AZW5EHKNBGG7,kmeldonb1,FdiUzjdhkQ0,8/7/2021,136,66084
01GWZ2ANB5WDMGR8XJR4XQ3FTE,tbassfordb2,UUXOQr,12/22/2022,475,81493
01GWZ2ANB70682WJF7DTSP00PX,tbrolechanb3,qFS3h7zQ,8/19/2022,301,42981
01GWZ2ANB9NTRYHK08RCZNEH1N,lbrandleb4,oHZfBYRBdmqp,3/12/2023,439,25784
01GWZ2ANBAP0FSWR4JFX9BSWSZ,dtrowsdaleb5,gRZfUU,4/13/2022,14,88229
01GWZ2ANBCV1CX028XWK3MWFD3,oromanb6,wJDX88ATpdVH,4/22/2022,317,27766
01GWZ2ANBE0D3PHCMJ3G696HQG,misworthb7,nqCFuSG0M,8/26/2021,57,22627
01GWZ2ANBFTBBMWHK641X89ZB1,dsmogurb8,HtidD0uiUwP,3/27/2023,186,83614
01GWZ2ANBHG46D025R2Z2RQZCP,afriedmanb9,f7hbIJUP,6/14/2022,240,69204
01GWZ2ANBJX284BDPG41773X6T,dfrentzba,iN2Bc1dXSoFW,12/17/2022,356,86320
01GWZ2ANBM6R26PYGT29DP2MXC,salthropbb,dAzYmxCl9,8/24/2021,181,8810
01GWZ2ANBNA68B9XAY9XNJ8XZ8,rporcasbc,3dvPPi4K4,8/27/2022,180,2088
01GWZ2ANBQTBHCERAMKGZYZN4B,aniblettbd,5M0AXKW,9/16/2021,263,20396
01GWZ2ANBRS5JX7X29APQGPCPA,cfawdreybe,G8Xl63,6/26/2021,66,97269
01GWZ2ANBTZXHDKF90Y0RKWY4T,jfarmanbf,VyxHBkfNJij,6/13/2022,114,94284
01GWZ2ANBW79TS0AM1BR785WQ8,disabellbg,76TgPY,5/14/2022,35,32248
01GWZ2ANBXNSE12QK79WHYH6TS,rfollitbh,GCGY3Dk,6/19/2021,304,4545
01GWZ2ANBZ8MZ8VFEN7WMS6AKC,eferrickbi,OplDutYz0v,12/28/2022,284,92557
01GWZ2ANC252DE89C2Q9VQB2YF,amcleanbj,ezQlkwwuli5,7/7/2022,90,13904
01GWZ2ANC4FH6Y84J67AW73XQC,tlilleebk,Z71odSs25Gx,8/19/2022,67,84708
01GWZ2ANC74ZJTZECJMF8TR9QA,gstpierrebl,2tAYDydG,1/11/2023,143,54922
01GWZ2ANC93B5BR25P7D5MZ2QA,griattbm,5YfQmJ,2/7/2022,201,89927
01GWZ2ANCASHYES8D08TH1TE71,jdearnleybn,oAY66xmLqH,6/30/2021,33,76600
01GWZ2ANCCCB5M37NTKBGHZXZS,crozyckibo,qosMwSuZ,8/4/2022,179,48065
01GWZ2ANCDBR8K088GCSPEPTMX,fchopybp,Rsa1AGs1CaW,7/31/2022,188,33688
01GWZ2ANCF9J7RWKQE2EQ435N6,ccawtherabq,OeCjm2rKDx,2/27/2021,336,30691
01GWZ2ANCH7H5HS347102Z24VF,nsharplessbr,zLm4x1,6/1/2022,486,67016
01GWZ2ANCKZJTPS661BEHJ0BRC,vjecockbs,2Uq9EF1W6oRP,6/21/2021,309,81779
01GWZ2ANCMZFQD101N38K0B3XH,ecomptonbt,PUKrfslJ2l1,5/11/2022,486,4553
01GWZ2ANCRQ00BGEAKZ4664418,dcotilardbu,sw2lji,6/11/2021,227,10407
01GWZ2ANCSN171X5GEYF49V359,rrodingerbv,QYJekSJR,12/28/2022,118,99728
01GWZ2ANCV6NFFKP13TS896NDF,tbulterbw,T0GX0Jisq,1/14/2021,441,12098
01GWZ2ANCWDA3RFSG24NHQZZNM,jwillmerbx,qqHiJ7R5,3/6/2022,209,4036
01GWZ2ANCYKTE7SVVJ9G0QP81V,hlosanoby,NrOaz3,10/16/2021,350,84277
01GWZ2ANCZV5AT9TZMZYW905TS,ckevlinbz,oGGnpUHk,12/17/2022,99,75734
01GWZ2AND18FB85GDNSM43PX7G,dfairbracec0,JelpxbpH37,7/25/2022,150,6899
01GWZ2AND3XDWCK5CS87AS2EZC,psibbec1,iEqXrZwdS,11/12/2021,37,46838
01GWZ2AND6MRCXEN1D44F9QY4S,cklimentc2,L8QptZh,1/10/2023,10,57046
01GWZ2AND98PG080E7EV9VVH1A,lsweetingc3,oCsQ5P6od5,3/24/2021,479,20105
01GWZ2ANDBD1W8H6YX9NAH58RY,bflindersc4,W3xHBB,5/4/2022,50,79974
01GWZ2ANDEGBJN2ZDZ3NXZ4AH6,cdockertyc5,hXNj7P,6/4/2022,47,65548
01GWZ2ANDGPJAW22KNMWK7V3VD,dboothjarvisc6,56Wm7XvM,12/24/2022,85,12410
01GWZ2ANDJHTJ95GNWH77B99GH,ereynec7,mu6ezJO,6/24/2021,3,20180
01GWZ2ANDKSV27M92B4HBG4608,clyffec8,tXNKp2p,10/15/2022,105,66130
01GWZ2ANDNR82JCW2V8VGVABVP,earisc9,SDEOyv9Ir,2/17/2021,37,39707
01GWZ2ANDP3R4ZQGA060A0MJ9M,aphilottca,s3E7KVUGrM3,10/12/2022,153,61241
01GWZ2ANDQTDHWM5BYV5TQEDWP,pcucheycb,s5chElX,10/14/2021,167,19083
01GWZ2ANDSQ0R9CK8K88DZBZXB,tsilversmidcc,3JotUCWFCi,2/1/2021,251,58784
01GWZ2ANDV022SYDEVMSJZBME0,nagneaucd,yCmVtDW1i,1/7/2023,10,6041
01GWZ2ANDWXGEGDY9WE9G4R016,abettenayce,4agOlc5,3/3/2022,452,18085
01GWZ2ANDYDMZ8RKM42HCM0306,rnealeycf,dahnNjKWS,1/8/2023,101,90204
01GWZ2ANDZ0TE25SD0YBJ2X6CZ,bgeocklecg,4GUMlZW,3/25/2023,74,95669
01GWZ2ANE1ADPTYA0NE1XQY5GN,dgrayhamch,81d6fFr,1/2/2021,467,83943
01GWZ2ANE29NW2JG5Y5CH878JB,sneedci,qbMgBW,12/11/2022,109,12979
01GWZ2ANE3FPPPVW2ACH3Y7AY9,ebrightcj,F3rSyofrVKE1,9/10/2021,128,35915
01GWZ2ANE5EZ0HZY1VQJB1AN5Q,dgravellsck,IUZlGE6Ov,9/14/2021,464,64443
01GWZ2ANE74EZ0GZQ944QFV65V,sstothardcl,gTMQnR,7/22/2022,193,97809
01GWZ2ANE9A3CHY1ZX49YR6BVT,lcarbonellcm,2VFc0Q9s,4/7/2021,150,99422
01GWZ2ANEAWFEHR8Y3ZMDE1YRP,lseiffertcn,vpl6bJpeDL19,9/7/2022,15,9430
01GWZ2ANEBBX7DKBSJKD8J89VZ,rblamiresco,JoNJMcg,3/12/2023,355,61500
01GWZ2ANEC3PXXGYR0WA9CG67F,merteltcp,rt8V8Pb,1/22/2022,254,73286
01GWZ2ANEEQR2SG0CPYB8NSKW9,blammerdingcq,0oTrAD0L,3/3/2023,84,66822
01GWZ2ANEFGC1EY7MM080H5DZJ,sdittycr,2dNhP40Quvg,6/29/2022,10,30281
01GWZ2ANEMCWD4V0G2G0ZXNS2X,cwenbancs,2AxikOwlqT3G,5/23/2022,457,10444
01GWZ2ANENAY36GBYNQ5NHZMQC,ccasarilict,KDoKFIwBm8,6/23/2021,390,37740
01GWZ2ANERJHH0BEKBVXPRP0VN,subsdalecu,pyLpHBOynq,2/27/2023,355,97683
01GWZ2ANES6NGJJNQKZRDZSF8K,efantcv,DbiITx2kzA1d,1/16/2023,348,47781
01GWZ2ANEXKZSS71ZHT5Y2GAKE,mglowackicw,E3vwEJ,1/13/2022,225,61425
01GWZ2ANF3PXAKGKJ6GXYZCPR6,abertelmotcx,0YehVdlmb,12/19/2022,374,23783
01GWZ2ANF4QT0AENGR19WRHGKT,krowburycy,nDsQJfL1M77o,8/16/2022,346,39974
01GWZ2ANFA1V6A26C1JVKH7ZYF,edennettcz,R8BrbC,11/28/2021,346,2308
01GWZ2ANFD13TTPPV97NT4FSZ7,ejuanesd0,OtIjRY7wA,3/8/2022,58,5999
01GWZ2ANFKFH0KXYX7ZFH1ZBKK,dunderdownd1,Ra0uWgcL,2/6/2022,360,20945
01GWZ2ANFPA6067Y887SHYRXE9,jdruittd2,FBExa6rdtn87,11/22/2021,103,25471
01GWZ2ANFVT5W4KKRN380PXYRF,phovendend3,lReRoNAtF1,2/6/2023,0,2290
01GWZ2ANFXWTKMQ1JCMM038BAE,mmargried4,YDFyi0,12/28/2021,494,49576
01GWZ2ANG6EDG8HPZRQM7GZB6K,slloydwilliamsd5,WH27ObpL2k,6/23/2022,417,26038
01GWZ2ANG8YB1PTC9HNM9E1BES,pseymarkd6,c119OY8kDxaR,1/1/2021,76,1002
01GWZ2ANGCYD4XHF80KC19GZ9T,ggadaultd7,4wv7o6Ywgf2,2/20/2022,199,93904
01GWZ2ANGEWBHC1GEBH78MCZ8G,trofed8,TnWR1xxuC,6/3/2021,131,35789
01GWZ2ANGHTG95MZ8VGS8BP752,ahallagand9,jVBEIeMKjGzj,5/20/2022,28,33846
01GWZ2ANGQKDN9SQ2424A41ZNJ,apantlingda,fOmDwadX,7/3/2022,258,45438
01GWZ2ANGWX8NDZ0ATC5NAZFGC,rboerderdb,M66I6Y2,1/1/2023,454,95861
01GWZ2ANH0X74HGCQDHPSN50MV,dlawrencedc,BDIRoS,3/6/2022,214,29336
01GWZ2ANH3A9X2NFW1CANCS5VX,emirfindd,b6n08vl,1/31/2023,411,72938
01GWZ2ANH5VF56CF5P9GYN4HJY,rriponde,6nd3JV,6/2/2022,102,45439
01GWZ2ANH71JB2VN3MQ133PM3Z,elumpkindf,x8wbtX,2/14/2022,39,7105
01GWZ2ANH990DQ5Y3PDK0RRDWZ,clarmourdg,Zz6DMUw,4/20/2021,107,26023
01GWZ2ANHAFDHQGMPDYSVPQ7SE,kthirlwalldh,VdgFiywug1A,6/4/2022,147,3753
01GWZ2ANHET56SX8V7X9B96ZYP,gdumbralldi,0RHmCJcSBx,1/9/2023,134,8643
01GWZ2ANHGA9C9W5NSVNBVKDTH,nyedalldj,15BN5ouD5AP,12/23/2021,107,40275
01GWZ2ANHJEQDPGQDSYBTHVB7E,fsimpsondk,KS88TRIy,1/24/2023,470,31406
01GWZ2ANHMPEMYKKQB04AJXJHJ,rotuohydl,p5yLaxTFWy,11/15/2021,282,22992
01GWZ2ANHPXEM2HDXASTG4WGNB,bdemicolidm,ee4RLKild,11/10/2021,217,10823
01GWZ2ANHRY5F31PNHD5RPG88W,ldemalchardn,DXKtp6niOP,7/21/2022,334,34352
01GWZ2ANHWJ5J3DHFWAR97CTSV,fgarhamdo,i8AqJJT7e,11/6/2021,58,72078
01GWZ2ANHZZ84WF8DZSGWRH8P4,wsmithermandp,1eFHCOVR,4/16/2022,265,74548
01GWZ2ANJ23WE2DX0YSF04H3S6,falfonzodq,RlRXBuKq,3/24/2021,274,20425
01GWZ2ANJ5VE23TPDGDRK3K7B7,lsparkdr,HrbPH9NPAkoF,4/8/2021,336,75166
01GWZ2ANJ7HPYKWJ7G2GW4GSC6,gchildeds,uykoBElZkq5,9/11/2021,112,32169
01GWZ2ANJ97BNVQ5J9BC558JTS,ldivelldt,PSo5XX04Fstt,1/22/2021,428,77178
01GWZ2ANJBENZQWK4VJJT675JG,knisbetdu,qv79zk,2/18/2022,309,16224
01GWZ2ANJFRS6WBM6PSENV5F4D,aweatherburndv,XwHyUBhwnicF,9/7/2021,59,34819
01GWZ2ANJH1JHNSWTNXV7S3TW4,dbleierdw,FXpRYV,3/18/2022,217,51583
01GWZ2ANJMT7DZMHJCXD4K6G45,mbuckleighdx,gV64xy,10/5/2022,367,34514
01GWZ2ANJP315DEDGN85Q8AFQB,ccolquytedy,ySqdCTsY12,2/12/2021,478,70685
01GWZ2ANJSQ914HB54YPPZG0N2,myettsdz,u7lrwKE16E,8/4/2022,284,4400
01GWZ2ANJVMBHH3WT62YV4Y07X,eosculleye0,S3kRNdwo9,5/29/2022,418,2745
01GWZ2ANJX355X3RNRDK8V1XNC,gshirde1,8W7lqFkv5TAY,6/30/2021,401,90912
01GWZ2ANJZ4VWKWWGKKBY5T1HD,gdiese2,tAt2CRL7F,7/6/2021,392,90381
01GWZ2ANK1KMEKJPVMECGGCGE9,eschachtere3,OVLnn6,2/4/2023,384,62740
01GWZ2ANK2ZFHVPG74ZA11F46Y,mshergille4,RjlP4Ji8Yg1x,7/30/2022,465,49002
